Date,Circuit,City,Country,International,Tournament,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
08-05-15,Europe,Helsinki,Helsinki,0,Helsinki Open,,5,5,TH regrets the approach taken by prominent business women of giving advice on succeeding in the business world as it is rather than highlighting the need to drastically change that world,,,,,
08-05-15,Europe,Helsinki,Helsinki,0,Helsinki Open,,Open_Y,Open_Semis,"THW weight the votes of people within demographic groupings to represent the relative size of each grouping within the general population, not just those who vote (Demographic groupings are characteristics such as race, gender, wealth, age)",,,,,
08-05-15,Europe,Helsinki,Helsinki,0,Helsinki Open,,Open_Z,Open_Final,"Assuming a technology exists which causes people contemplating committing violent crimes to feel nausea and pain, rendering them unable to think about or commit a crime", THW use this technology on convicted criminals,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,1,1,THW legalise squatting,,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,2,2,THBT FIFA should comply with the demand that they suspend Israel’s membership of FIFA until Israel allows Palestine to freely compete in international football,,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,3,3,THBT the Turkish government should actively encourage Turkish migrants living in Europe to return to Turkey,,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,4,4,THBT the State should pay for the education of all students at all levels,,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,5,5,"THW remove all legal barriers on the selection of embryo’s (including but not limited to selecting on gender, physical or mental disability, etc.)",,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,6,6,THBT newlyweds should take a Rumspringa after one year of marriage,,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,Open_Y,Open_Semis,"THW renationalise essential services that were previously privatised (such as water, electricity and gas)",,,,,
15-05-15,Europe,"Istanbul, Turkey","Istanbul, Turkey",0,Sabanci University International Debate Open,,Open_Z,Open_Final,THW produce a telenovella about Ataturk’s life that seeks to glorify Kemalism,,,,,
17-05-15,Europe,Israel,Israel,0,Israeli Open Championship 2015,,1,1,THBT monogamy is outdated (Long term exclusive relationships).,,,,,
17-05-15,Europe,Israel,Israel,0,Israeli Open Championship 2015,,2,2,TH prefers that European Jews immigrate to Israel.,,,,,
17-05-15,Europe,Israel,Israel,0,Israeli Open Championship 2015,,3,3,THW give the Commission of Future Generations a veto over legislation.,"The Commission of Future Generations is a professional/scientific consulting body for parliament, whose job is to supervise that legislation does not harm future generations.",,,,
17-05-15,Europe,Israel,Israel,0,Israeli Open Championship 2015,,Open_Y,Open_Semis,"THW found a state for African Americans, as the 51st American state.",Malcolm X dreamed of founding a sovereign nation state of African Americans with its own territory.,,,,
17-05-15,Europe,Israel,Israel,0,Israeli Open Championship 2015,,Open_Z,Open_Final,"TH regrets the classification of human behaviors (Such as depression, eating disorders, etc.) as diseases.",,,,,
05-06-15,Europe,"Haifa, Israel","Haifa, Israel",0,Tech Open 2015,,1,1,THW compel all students returning from educational tours in the Nazi extermination camps to participate in an educational tour with the organization “Breaking Silence” (An organization which criticizes IDF actions),,,,,
05-06-15,Europe,"Haifa, Israel","Haifa, Israel",0,Tech Open 2016,,2,2,THW compel large companies with paid internship programs (Such as McKinsey and Google) to accept a quota of אוכלוסיות מוחלשות as interns.,,,,,
05-06-15,Europe,"Haifa, Israel","Haifa, Israel",0,Tech Open 2017,,3,3,THW give higher primates protections similar to those given to refugees.,,,,,
05-06-15,Europe,"Haifa, Israel","Haifa, Israel",0,Tech Open 2018,,4,4,THW accept Intel’s proposal.,"In 2014, the state of Israel and Intel negotiated constructing an additional Intel assembly factory in Israel. Intel has presented three major demands: A) The factory will be built near the existing factory in Kiryat Gat. B) Exemption from 90% of taxes for an extended period of time. C) A grant of one billion shekels.",,,,
05-06-15,Europe,"Haifa, Israel","Haifa, Israel",0,Tech Open 2019,,Open_Z,Open_Final,"THW, as Japan, ban geishas.","A geisha is a traditional Japanese female entertainer, whose talents include dancing and playing classic Japanese music. Their training as hostesses includes substantial flattery to the client. Despite the confusion among non-Japanese, and for the purposes of this debate, geishas do not supply sexual services to their clients.",,,,
12-06-15,Europe,"Riga, Latvia","Riga, Latvia",0,SSE Riga Debate Academy,,1,1,THW require men to take paternity leave,,,,,
12-06-15,Europe,"Riga, Latvia","Riga, Latvia",0,SSE Riga Debate Academy,,2,2,THW ban strikes in times of economic instability,,,,,
12-06-15,Europe,"Riga, Latvia","Riga, Latvia",0,SSE Riga Debate Academy,,3,3,THBT states should ban their citizens from travelling as tourists to countries with poor human rights record,,,,,
12-06-15,Europe,"Riga, Latvia","Riga, Latvia",0,SSE Riga Debate Academy,,4,4,THW ban convicted criminals from holding elected office,,,,,
12-06-15,Europe,"Riga, Latvia","Riga, Latvia",0,SSE Riga Debate Academy,,Open_Z,Open_Final,THW introduce mandatory military service,,,,,
14-06-15,Europe,"Rishon, Israel","Rishon, Israel",0,English Open 2015,,1,1,"TH, as police forces, would accept applicants with a criminal record.",,,,,
14-06-15,Europe,"Rishon, Israel","Rishon, Israel",0,English Open 2015,,2,2,THBT a referendum on Scotland’s independence should include all UK citizens.,,,,,
14-06-15,Europe,"Rishon, Israel","Rishon, Israel",0,English Open 2015,,3,3,"TH, as the WW2 Allies, would emphasize the contribution of the Red Army to defeat the Nazis",,,,,
14-06-15,Europe,"Rishon, Israel","Rishon, Israel",0,English Open 2015,,Open_Y,Open_Semis,This house would rather declaration of inconsistency than judicial supremacy.,"Judicial Supremacy – a legal approach in which the Supreme Court can strike down (quash) statues it believes to be inconsistent with the state’s bill of rights. Declaration of Inconsistency – a legal approach where the Supreme Court CANNOT quash such statues, but can only declare inconsistency with the bill of rights and allow legislation to decide with to do with the statue.",,,,
14-06-15,Europe,"Rishon, Israel","Rishon, Israel",0,English Open 2015,,Open_Z,Open_Final,"This house believes that every vote in parliament (EU, State…) should be behind the veil of ignorance.","When you are behind the veil of ignorance you don’t know your place in society. Meaning, you are ignorant of your class position, social status, your share of the distribution of social and natural assets and abilities, your intelligence and strength, your gender/ethnicity/sexuality etc.",,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,1,1,THW only give unemployment benefits to individuals if they agreed to relocate to areas where employment is significantly more likely,,,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,2,2,THW require superheroes to publicly reveal their identities,"For the purpose of this debate we live in a world where superheroes with and without special powers exist. Special powers could include: telekinesis, flying, superhuman strength etc.",,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,3,3,"TH, as a Jeff Gordon, would publicly come out","NASCAR is a very popular US motorsport and has cult status, especially in the southern US. Jeff Gordon is one of the most popular and iconic NASCAR drivers. In the context of this debate he just won his 3rd Championship and his career will continue for another 10 years. Under the assumption, he is secretly gay.",,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,4,4,"TH, as Harry Potter, would have used The Imperius Curse on Voldemort and control him to do good for the society","Harry Potter is a wizard who lives in magical land. Voldemort is the most powerful evil wizard, who has previously been responsible for the deaths of Harry's parents and many other witches and wizards. The Imperius Curse makes someone a puppet, under the complete control of the wielder of the curse. It is similar to being subjected to hypnosis, but of course magical and therefore more powerful.",,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,5,5,THW criminalize the use of deep web regardless of the content it is used for,,,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,Open_Y,Open_Semis,THR the glorification of startup culture,Some commenters have noted that recently there has been a glorification of startup culture which encourages university students and graduates to start their own companies rather than pursue traditional career paths.,,,,
27-06-15,Europe,"Tallinn, Estonia","Tallinn, Estonia",0,Tallinn Tech Open,,Open_Z,Open_Final,This House as the President of the United States would opt to destroy the alien ship.,"For the purpose of this debate, you are the President of the United States. Satellites have discovered an Alien ship flying towards the Earth however the ship appears to be unarmed. Your military advisors tell you that you can destroy the ship with a nuclear defence system with a 100% certainty of success.",,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,1,1,THS the use of signature strikes as part of American military policy.,"A strike is an aerial attack on a target. A personality strike is a strike against a known target on an approved 'kill list'. A signature strike is a strike on suspected terrorists or militants whose identities are not known, but whose behaviour indicate they are involved in militant/terrorist activity. These activities could include: associating with known terrorists, sneaking across the border into Afghanistan from Pakistan's Taliban-controlled tribal zones with a group of insurgents.",,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,2,2,THW require that all international debt bailout agreements are approved by a referendum of the country receiving that bailout,"A debtor nation is a country that owes money. A debt bailout is an arrangement whereby a debtor nation is given funds and/or debt forgiveness and/or more time to pay back its debt. These arrangements are often accompanied by conditions. These conditions may include: reductions in government spending, including the firing of public sector workers, decreases in defense spending and the reduction of pensions; tax increases; other changes in the government's legislative programme to ensure that the debt is eventually repaid.",,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,3,3,"THW tax low-brow entertainment (e.g WWE wrestling, Keeping Up with The Kardashians, mainstream popular music) in order to subsidise high-brow art (e.g. Shakespeare, Bach, some arthouse film)",,,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,4,4,THBT a simple majority of the legislature of an established democracy should be able to change or overturn any piece of legislation (including constitutions),,,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,5,5,THW ban working more than 35 hours a week (with no exceptions).,,,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,Open_Y,Open_Semis,THW give control over all aspects education policy to local authorities,,,,,
10-07-15,Europe,Romania,Romania,0,BBU Open 2015,,Open_Z,Open_Final,THR the perception of soldiers as heroes.,,,,,
16-07-15,Europe,"Be’er Sheva, Israel","Be’er Sheva, Israel",0,EuroDebate 2015,,1,1,THW heavily subsidize art that glorifies the working class.,,,,,
16-07-15,Europe,"Be’er Sheva, Israel","Be’er Sheva, Israel",0,EuroDebate 2015,,2,2,THW assess pupils on individual academic development instead of standardized examination results.,,,,,
16-07-15,Europe,"Be’er Sheva, Israel","Be’er Sheva, Israel",0,EuroDebate 2015,,3,3,THBT social media should remove content it deems to be offensive to religions.,,,,,
16-07-15,Europe,"Be’er Sheva, Israel","Be’er Sheva, Israel",0,EuroDebate 2015,,Open_Z,Open_Final,THR SCOTUS’s decision to legalize same sex marriage.,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,1,1,THW Create Special School for LGBT+ Youths,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,2,2,THBT democracies should give migrant workers a vote in national elections,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,0,0,"Assuming the owners of Ashley Madison refuse to shut down the website, TH as the Impact Team would release the user data",,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,3,3,THBT leaders of minority religions within Europe should strongly encourage their congregations to refrain from overt public displays of their faith (assuming theologically possible,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,4,4,THW grant artists a percentage of the resale value of their artwork (the amount the art is sold on for if and when the initial inquirer decides to sell it on,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,5,5,THBT the NAACP should have encouraged Rachel Dolezal to stay on as the Spokane chapter President,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,6,6,TH Regrets that South Africa did not turn Omar Al-Bashir over to the International Criminal Court,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,Open_Y,Open_Semis,THBT the International Monetary Fund should require collateral for national bailouts.,,,,,
24-07-15,Africa,South Africa,South Africa,0,UCT 150th Year Open,https://docs.google.com/spreadsheets/d/1R9tPjcgq2oUiq1rcavdcCKxzR4g1nTQHRb8A2btbGI4/edit?usp=sharing,Open_Z,Open_Final,"THBT South Africa should ban apartheid symbols and flags, along with those of other oppressive regimes.",,,,,
25-07-15,IoNA,United Kingdom,United Kingdom,0,SOAS Open 2015,,1,1,This House would heavily financially incentivise companies to take current prisoners as interns or apprentices,,,,,
25-07-15,IoNA,United Kingdom,United Kingdom,0,SOAS Open 2015,,2,2,"This House, as a vegan, would actively and persistently seek to convert those around you to veganism or vegetarianism",,,,,
25-07-15,IoNA,United Kingdom,United Kingdom,0,SOAS Open 2015,,3,3,This House regrets the large number of UN resolutions issued against Israel (with info slide),,,,,
25-07-15,IoNA,United Kingdom,United Kingdom,0,SOAS Open 2015,,4,4,This House would disproportionately hire African Americans in the US police force,,,,,
25-07-15,IoNA,United Kingdom,United Kingdom,0,SOAS Open 2015,,Open_Z,Open_Finals,This House opposes the commodification of feminism (with info slide),,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,1,1,THW criminalize the buyer and not the seller of sexual services.,,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,2,2,"THBT western liberal democracies should replace their aid programs with an ""effective altruism"" tax, and give revenue to the most effective available non-governmental organisations or charities.",,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,3,3,THW allow victims to significantly reduce the sentence of their wrongdoers.,,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,4,4,THW prefer a world in which all art were anonymous over a world where it were always attributed to the artist.,,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,5,5,"The European Council comprises the heads of state of the member states of the EU, along with the council’s own president and the president of the commission M"," The European Council comprises the heads of state of the member states of the EU, along with the council’s own president and the president of the commission Motion",,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,Open_Y,Open_Semis,"THBT states should provide citizens with an unconditional income that ensures a lower-middle class standard of living, regardless of their employment status",,,,,
28-07-15,Europe,Croatia,Croatia,0,Rijeka Open,,Open_Z,Open_Final,"Assuming that the technology existed, THW erase history from our collective memory.",,,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,1,1,THBT the media should not report on the personal lives of politicians,,,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,2,2,THS the use of Sanctuary City Policies by US cities,"Some cities within the US that have a high number of illegal immigrants enact ""Sanctuary Policies"", whereby police and the broader Criminal Justice System introduce laws, policies and regulations that prevent their employees from cooperating with federal immigration efforts. For example, for the last 26 years the police in San Fransisco have refused to honour federal requests to detain people found to be in the country illegally.",,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,3,3,THW Require all school history curricular to focus 50% of their time and resources on women,,,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,4,4,THBT the South Korean Government should break up Chaebol conglomerates,"Chaebol' are large South Korean corporate groups, that are run by a central family group. Examples are Samsung, Korean Air and Hyundai.",,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,5,5,"THBT, in new democracies, military leaders should not be allowed to run for public office",,,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,Open_Y,Open_Semis,"TH, as Dr Bob Hare, would not make the pyschopathy checklist publicly available","Dr Robert D Hare is a researcher in criminal psychology. In the 1970's he developed the Pyschopathy Checklist based on shared characteristics from known pyschopaths. Hare was unwilling to make his test publicly available, knowing that it would be used to evaluate the risk of criminal offenders being evaluated for parole.",,,,
30-07-15,Europe,"Ljubljana, Slovenia","Ljubljana, Slovenia",0,Ljubljana IV,,Open_Z,Open_Final,THW use NATO forces to defend sites of significant cultural and historical importance from permanent destruction,,,,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,1,1,This House would pay all elected politicians the median wage in their country.,,Politics,Economics,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,2,2,"This House believes that when multi-national corporations conduct any business in Western states, these nations should enforce their environmental standards at all stages of production.",,Environment,Economics,Business,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,3,3,This House believes that Western states should not use private military contractors in combat.,,"Security, War and Military",,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,4,4,"This House would ban any treatment, service or ritual from claiming a physical healing effect until it is tested and proven more effective than a placebo by a national regulator.",,Medical Ethics,,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,5,5,This House believes that the European Union should lift its arms embargo on China.,,International Relations,"Security, War and Military",,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,6,6,This House would only allow the media and campagning organisations to depict or publish information about the deceased in a tragedy with the explicit permission of the family.,,Media,,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,7,7,TH believes that the West should stop all attempts to gather information or intelligence by deception and/or coercion of foreign citizens,,Morality,International Relations,"Security, War and Military",
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,8,8,TH believes that it is legitimate for individuals to punish people they deem to have committed online harassment by revealing their identity online.,,Criminal Justice System,,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,9,9,THW introduce a 100% inheritance tax,,Economics,Morality,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,ESL_X,ESL_Quarters,TH would legalise surrogacy for profit in Western Liberal Democracies,,Morality,Economics,Feminism,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,ESL_Y,ESL_Semis,TH would introduce a mandatory term of at least 1 year of non-military national service for 18year olds,,Social Policy,"Security, War and Military",,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,ESL_Y1,ESL_Semis_Aborted,TH would allow EU citizens to donate to political parties in any EU state,,Politics,,,EU
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,ESL_Z,ESL_Final,TH believes that parents of a musical child genius have a moral obligation to push that child to maximise their musical potential.,,Morality,Social Policy,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,Open_X,Open_Quarters,TH would prohibit businesses from taking a public position on social issues,,Business,Politics,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,Open_Y,Open_Semis,TH would require all defendants in criminal cases to be represented only by state-employed lawyers.,,Criminal Justice System,,,
03-08-15,Europe,Austria,Austria,2,Vienna EUDC 2015,,Open_Z,Open_Final,TH would treat the deaths of soldiers as regrettable losses of lives rather than examples of heroism.,,"Security, War and Military",,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,1,1,THW tax religious institutions at the same levels as for-profit businesses.,,,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,2,2,"TH welcomes the rise of Anti-Establishment Candidates, such as Bernie Sanders, Donald Trump, and Jeremy Corbyn.",,,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,3,3,THS the leaking of Ashley Madison data,,,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,4,4,THW prohibit the transfer of football players outside their home leagues until the age of 26.,"For our American friends, “football” is the sport you erroneously call “Soccer.""",,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,5,5,"TH, as Iran, would covertly continue developing its nuclear weapons program.",,,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,Open_Y,Open_Semis,THBT Serbia and FYR Macedonia should immediately close their borders to asylum seekers and undocumented migrants.,Thousands of asylum seekers and undocumented migrants currently cross from Greece and through the territories of Western Balkan countries on their way to wealthier EU nations. Currently Serbia and FYR Macedonia issue temporary 72-hour permits facilitating this crossing.,,,,
28-08-15,Europe,Athens,Athens,0,Athens Open 2015,,Open_Z,Open_Final,THBT Greece should return to the Drachma,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,1,1,THW prioritize support of domestic reporters in areas of conflict over the use of Western reporting,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,2,2,THW ban private schools,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,3,3,THS government collection of private information as a security measure,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,4,4,"THW abolish industry awards (i.e. the Oscars, the Emmys, etc.)",,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,5,5,THW only give aid to devleoping countries that have good environmental policy. ,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,6,6,THW enforce a Cap and Trade system for refugee quotas.,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,Open_Y,Open_Semis,THS the use of feminist narratives in advertising for beauty products,,,,,
30-09-15,North America and Canada,Canada,Canada,0,McGill Novice,,Open_Z,Open_Finals,THR the prominence of professional sports in American pop culture.,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,1,1,THW ban religious K-12 schools,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,2,2,THBT voters should be able to override the votes of their elected representatives on individual bills by two-thirds or greater referendum.,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,3,3,THBT developed nations should pay reparations to developing nations that have experienced significant adverse consequences from climate change,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,4,4,TH rejects the media's intentional humanization of those responsible for heinous acts or crimes.,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,5,5,THBT the US should join the Asian Infrastructure Investment Bank,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,6,6,"Given the existence of a drug that dramatically increases mental capacity, THBT universities should ban and test for student use of the drug.",,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,Novice_Z,Novice_Finals,THBT American feminists have an obligation to vote for a female presidential candidate. ,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,Open_X,Open_Quarters,THW not vote for protest candidates in primary elections. ,"A protest candidate is a candidate who's political positions more closely align with a voter's preferences than any other politician in a primary field, but who is extremely unlikely to win in a general election.",,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,Open_Y,Open_Semis,THW legalize graffiti in public spaces,,,,,
02-10-15,North America and Canada,United States,United States,0,Yale IV,https://www.facebook.com/events/1809137995979250/,Open_Z,Open_Finals,"THBT the EU should offer Greece full debt relief in exchange for its housing at least 200,000 Syrian refugees.",,,,,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,1,1,"THW require approval from local referenda for all major land development decisions (e.g stadiums, airport extensions, railways etc.)",,Politics,,,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,2,2,THS the July 2015 decision of the UK government to deny a visa to Tyler the Creator,,LGBT+,Feminism,Art and Culture,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,3,3,THBT the West should abandon its foreign policy aim of removing Assad from power,,International Relations,"Security, War and Military",,Syria
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,4,4,THW allow asylum seekers to work,,Economics,Politics,,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,5,5,THBT the government should only fund further education courses that have high graduate employment rates,,Education,Social Policy,Economics,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,Open_Y,Open_Semis,THBT political parties’ Cabinets and Shadow Cabinets should be elected by the members of that party,,Politics,,,
10-10-15,IoNA,Ireland,Ireland,0,UCD IV,,Open_Z,Open_Final,THR the overwhelming narrative of good triumphing over evil in children’s entertainment,,Media,Education,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,1,1,THW ban companies from using fear as a tactic in advertising. ,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,2,2,THBT the police should work with hacktivists,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,3,3,THO the notion that marriage is meant to be long-lasting,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,4,4,"Assuming Russia agrees to help fight ISIS, TH, as the US, would cease funding to Syrian rebel groups",,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,5,5,THO films/TV shows that depict a minority narrative through a white heteronormative lense,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,Open_X,Open_Quarters,THR the rise of the sharing economy,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,Open_Y,Open_Semis,THBT treasure hunters should have possession of any artefacts they find,,,,,
16-10-15,North America and Canada,Canada,Canada,0,Hart House IV,http://www.harthousedebate.com/tournaments/,Open_Z,Open_Finals,THBT individuals should not share their political views on social media platforms,,,,,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,1,1,THW cap every company's highest salary at 10x the lowest salary within that company.,,Economics,Business,,Inequality
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,2,2,"In countries with few female politicians, THBT it is good to have a politically active First Lady.",,Feminism,Politics,,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,3,3,"THW introduce a tax on ""low brow"" entertainment in order to subsidise ""high brow"" art.",,Art and Culture,Economics,Minority Communities,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,4,4,THBT criminal justice policy should be outsourced to technocrats instead of elected representatives.,,Criminal Justice System,Politics,,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,Novice_Z,Novice_Final,"TH as Western Countries ( EU, US, Canada, Australia) would stop selling arms to Saudi Arabia.",,International Relations,"Security, War and Military",,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,Open_Y,Open_Semis,THBT militaries should aggressively engage in the genetic and bionic enhancement of consenting soldiers.,,"Security, War and Military",Medical Ethics,,
17-10-15,IoNA,United Kingdom,United Kingdom,0,KCL IV,,Open_Z,Open_Final,"THBT the US and it's allies should announce Intentions to capture and try, as opposed to assassinate the leaders of Da'esh (IS)",,"Security, War and Military",International Relations,Terrorism,
24-10-15,North America and Canada,United States,United States,0,HWS Fall Classic,https://www.facebook.com/events/1596407730611437,1,1,THBT developed nations should abolish all protectionist trade policies,,,,,
